Sale Date,Product Type,Quantity
2023-03-14 05:35:00.525026251,Furniture,4
2023-03-14 03:01:13.083654182,Clothing,5
2023-03-13 16:27:25.642282114,Books,7
2023-03-13 18:53:38.200910045,Clothing,7
2023-03-14 10:19:50.759537977,Electronics,4
2023-03-14 03:46:03.318165908,Clothing,9
2023-03-14 11:12:15.876793839,Electronics,8
2023-03-14 07:38:28.435421771,Furniture,7
2023-03-14 05:04:40.994049702,Clothing,1
2023-03-14 04:30:53.552677634,Toys,4
2023-03-14 01:57:06.111305565,Electronics,2
2023-03-13 20:23:18.669933496,Furniture,10
2023-03-14 04:49:31.228561428,Electronics,4
2023-03-14 04:15:43.787189359,Clothing,9
2023-03-13 22:41:56.345817291,Electronics,4
2023-03-14 15:08:08.904445222,Electronics,5
2023-03-14 02:34:21.463073153,Books,4
2023-03-14 17:00:34.021701085,Electronics,4
2023-03-14 05:26:46.580329016,Electronics,10
2023-03-14 15:52:59.138956948,Electronics,10
2023-03-14 13:19:11.697584879,Electronics,1
2023-03-14 08:45:24.256212810,Electronics,5
2023-03-13 23:11:36.814840742,Furniture,5
2023-03-14 11:37:49.373468673,Books,4
2023-03-14 10:04:01.932096604,Toys,6
2023-03-14 04:30:14.490724536,Electronics,6
2023-03-14 13:56:27.049352467,Books,2
2023-03-14 17:22:39.607980399,Clothing,1
2023-03-14 19:48:52.166608330,Toys,8
2023-03-14 20:15:04.725236261,Electronics,5
2023-03-14 07:41:17.283864193,Clothing,8
2023-03-14 05:07:29.842492124,Electronics,4
2023-03-14 09:33:42.401120056,Clothing,3
2023-03-14 19:59:54.959747987,Books,10
2023-03-15 00:26:07.518375918,Books,6
2023-03-14 18:52:20.077003850,Clothing,6
2023-03-14 14:18:32.635631781,Furniture,10
2023-03-14 18:44:45.194259713,Electronics,7
2023-03-14 13:10:57.752887644,Clothing,10
2023-03-15 01:37:10.311515575,Electronics,3
2023-03-15 01:03:22.870143507,Toys,2
2023-03-14 07:29:35.428771438,Clothing,5
2023-03-15 00:55:47.987399370,Electronics,8
2023-03-14 11:22:00.546027301,Toys,6
2023-03-14 13:48:13.104655232,Furniture,3
2023-03-14 11:14:25.663283164,Furniture,10
2023-03-14 20:40:38.221911095,Furniture,2
2023-03-14 12:06:50.780539027,Clothing,8
2023-03-14 18:33:03.339166958,Toys,5
2023-03-15 00:59:15.897794889,Clothing,2
2023-03-15 05:25:28.456422821,Toys,1
2023-03-14 22:51:41.015050752,Furniture,7
2023-03-15 01:17:53.573678684,Books,3
2023-03-15 02:44:06.132306615,Furniture,9
2023-03-15 08:10:18.690934546,Furniture,6
2023-03-14 15:36:31.249562478,Toys,9
2023-03-15 04:02:43.808190409,Furniture,1
2023-03-15 09:28:56.366818341,Electronics,4
2023-03-15 12:55:08.925446272,Books,1
2023-03-14 19:21:21.484074203,Electronics,5
2023-03-15 03:47:34.042702135,Clothing,10
2023-03-15 04:13:46.601330066,Electronics,4
2023-03-15 04:39:59.159957998,Toys,2
2023-03-15 04:06:11.718585929,Toys,8
2023-03-15 13:32:24.277213860,Books,8
2023-03-14 20:58:36.835841792,Electronics,3
2023-03-15 17:24:49.394469723,Electronics,7
2023-03-15 07:51:01.953097655,Clothing,7
2023-03-15 05:17:14.511725586,Electronics,6
2023-03-15 05:43:27.070353517,Books,8
2023-03-15 02:09:39.628981449,Toys,2
2023-03-15 04:35:52.187609380,Toys,1
2023-03-15 14:02:04.746237312,Clothing,8
2023-03-15 01:28:17.304865243,Clothing,6
2023-03-15 15:54:29.863493174,Electronics,10
2023-03-15 10:20:42.422121106,Electronics,6
2023-03-15 11:46:54.980749037,Toys,4
2023-03-15 00:13:07.539376969,Clothing,1
2023-03-15 20:39:20.098004900,Toys,5
2023-03-15 08:05:32.656632831,Clothing,2
2023-03-15 04:31:45.215260763,Electronics,5
2023-03-15 12:57:57.773888694,Electronics,5
2023-03-15 23:24:10.332516625,Toys,7
2023-03-15 17:50:22.891144557,Clothing,5
2023-03-15 07:16:35.449772488,Electronics,2
2023-03-15 15:42:48.008400420,Furniture,5
2023-03-15 08:09:00.567028351,Clothing,6
2023-03-15 16:35:13.125656282,Toys,8
2023-03-15 21:01:25.684284214,Clothing,7
2023-03-15 15:27:38.242912145,Books,7
2023-03-15 04:53:50.801540077,Books,10
2023-03-15 11:20:03.360168008,Electronics,10
2023-03-16 00:46:15.918795939,Clothing,6
2023-03-16 03:12:28.477423871,Furniture,1
2023-03-15 10:38:41.036051802,Toys,3
2023-03-15 22:04:53.594679734,Furniture,2
2023-03-16 04:31:06.153307665,Toys,5
2023-03-15 23:57:18.711935596,Electronics,8
2023-03-15 12:23:31.270563528,Toys,10
2023-03-15 11:49:43.829191459,Electronics,4
2023-03-16 08:15:56.387819391,Clothing,7
2023-03-16 07:42:08.946447322,Books,3
2023-03-16 05:08:21.505075253,Toys,4
2023-03-15 21:34:34.063703185,Clothing,4
2023-03-16 08:00:46.622331116,Books,1
2023-03-15 22:26:59.180959048,Furniture,1
2023-03-15 20:53:11.739586979,Furniture,9
2023-03-15 15:19:24.298214910,Toys,8
2023-03-16 01:45:36.856842842,Toys,6
2023-03-16 00:11:49.415470773,Books,7
2023-03-16 05:38:01.974098705,Furniture,2
2023-03-15 19:04:14.532726636,Toys,7
2023-03-16 01:30:27.091354567,Clothing,9
2023-03-16 09:56:39.649982499,Clothing,9
2023-03-16 04:22:52.208610430,Toys,5
2023-03-16 12:49:04.767238362,Toys,5
2023-03-16 14:15:17.325866293,Books,2
2023-03-15 18:41:29.884494224,Electronics,2
2023-03-16 13:07:42.443122156,Electronics,10
2023-03-16 06:33:55.001750087,Electronics,8
2023-03-16 17:00:07.560378019,Books,9
2023-03-15 21:26:20.119005950,Toys,9
2023-03-16 12:52:32.677633881,Electronics,5
2023-03-16 08:18:45.236261813,Clothing,4
2023-03-16 09:44:57.794889744,Books,7
2023-03-15 23:11:10.353517676,Clothing,8
2023-03-15 23:37:22.912145607,Furniture,8
2023-03-16 10:03:35.470773538,Toys,1
2023-03-16 08:29:48.029401470,Clothing,9
2023-03-16 06:56:00.588029401,Furniture,5
2023-03-16 07:22:13.146657333,Toys,4
2023-03-15 22:48:25.705285264,Toys,1
2023-03-15 23:14:38.263913195,Electronics,3
2023-03-16 10:40:50.822541127,Books,10
2023-03-16 10:07:03.381169058,Furniture,3
2023-03-16 18:33:15.939796990,Toys,4
2023-03-16 17:59:28.498424921,Toys,4
2023-03-16 20:25:41.057052852,Toys,1
2023-03-16 19:51:53.615680784,Toys,3
2023-03-16 22:18:06.174308715,Toys,3
2023-03-16 14:44:18.732936646,Furniture,9
2023-03-16 08:10:31.291564578,Toys,4
2023-03-16 06:36:43.850192509,Clothing,9
2023-03-16 07:02:56.408820441,Books,7
2023-03-17 00:29:08.967448372,Furniture,9
2023-03-16 09:55:21.526076303,Furniture,4
2023-03-16 07:21:34.084704235,Electronics,1
2023-03-16 18:47:46.643332166,Electronics,10
2023-03-16 10:13:59.201960098,Electronics,10
2023-03-17 04:40:11.760588029,Books,2
2023-03-17 01:06:24.319215960,Toys,1
2023-03-17 06:32:36.877843892,Clothing,8
2023-03-17 03:58:49.436471823,Furniture,3
2023-03-16 15:25:01.995099755,Clothing,5
2023-03-16 14:51:14.553727686,Books,4
2023-03-17 08:17:27.112355617,Toys,5
2023-03-17 06:43:39.670983549,Electronics,5
2023-03-16 12:09:52.229611480,Clothing,1
2023-03-17 06:36:04.788239412,Books,2
2023-03-16 14:02:17.346867343,Toys,10
2023-03-16 14:28:29.905495274,Electronics,3
2023-03-16 20:54:42.464123206,Furniture,3
2023-03-16 14:20:55.022751137,Electronics,8
2023-03-16 23:47:07.581379069,Clothing,7
2023-03-16 16:13:20.140007000,Toys,1
2023-03-17 02:39:32.698634931,Electronics,8
2023-03-17 10:05:45.257262863,Electronics,4
2023-03-17 11:31:57.815890794,Toys,7
2023-03-17 00:58:10.374518726,Toys,3
2023-03-16 20:24:22.933146657,Furniture,1
2023-03-16 20:50:35.491774588,Books,10
2023-03-16 17:16:48.050402520,Electronics,6
2023-03-17 03:43:00.609030451,Toys,10
2023-03-17 12:09:13.167658383,Books,1
2023-03-16 22:35:25.726286314,Books,5
2023-03-16 21:01:38.284914245,Clothing,10
2023-03-16 18:27:50.843542177,Books,1
2023-03-17 10:54:03.402170108,Books,3
2023-03-17 01:20:15.960798040,Furniture,2
2023-03-17 01:46:28.519425971,Electronics,6
2023-03-17 00:12:41.078053902,Clothing,2
2023-03-17 19:38:53.636681834,Clothing,5
2023-03-17 05:05:06.195309765,Toys,4
2023-03-16 23:31:18.753937697,Furniture,9
2023-03-17 17:57:31.312565628,Furniture,8
2023-03-17 21:23:43.871193559,Toys,7
2023-03-17 14:49:56.429821491,Toys,4
2023-03-17 07:16:08.988449422,Clothing,4
2023-03-17 20:42:21.547077354,Furniture,7
2023-03-17 03:08:34.105705285,Books,10
2023-03-17 09:34:46.664333216,Clothing,4
2023-03-18 00:00:59.222961148,Toys,7
2023-03-17 15:27:11.781589079,Toys,10
2023-03-18 00:53:24.340217010,Furniture,6
2023-03-17 21:19:36.898844942,Electronics,10
2023-03-17 14:45:49.457472873,Toys,4
2023-03-17 21:12:02.016100805,Furniture,6
2023-03-17 23:38:14.574728736,Electronics,8
2023-03-17 09:04:27.133356667,Electronics,9
2023-03-17 12:30:39.691984599,Books,7
2023-03-17 13:56:52.250612530,Books,9
2023-03-17 16:23:04.809240462,Toys,1
2023-03-17 08:49:17.367868393,Clothing,6
2023-03-17 19:15:29.926496324,Clothing,6
2023-03-17 13:41:42.485124256,Electronics,4
2023-03-18 04:07:55.043752187,Furniture,6
2023-03-17 11:34:07.602380119,Furniture,2
2023-03-17 08:00:20.161008050,Furniture,1
2023-03-18 06:26:32.719635981,Furniture,4
2023-03-17 22:52:45.278263913,Books,6
2023-03-17 16:18:57.836891844,Books,2
2023-03-17 21:45:10.395519776,Furniture,10
2023-03-17 16:11:22.954147707,Books,4
2023-03-17 13:37:35.512775638,Books,5
2023-03-18 09:03:48.071403570,Books,2
2023-03-18 05:30:00.630031501,Toys,7
2023-03-17 21:56:13.188659433,Furniture,4
2023-03-17 18:22:25.747287364,Electronics,8
2023-03-18 03:48:38.305915295,Electronics,5
2023-03-18 02:14:50.864543227,Electronics,2
2023-03-18 03:41:03.423171158,Clothing,10
2023-03-18 00:07:15.981799090,Books,7
2023-03-17 21:33:28.540427021,Books,1
2023-03-17 23:59:41.099054952,Electronics,10
2023-03-17 15:25:53.657682884,Toys,5
2023-03-17 19:52:06.216310815,Toys,1
2023-03-18 09:18:18.774938747,Books,1
2023-03-18 02:44:31.333566678,Electronics,2
2023-03-18 08:10:43.892194609,Electronics,7
2023-03-18 16:36:56.450822541,Furniture,5
2023-03-18 04:03:09.009450472,Furniture,7
2023-03-17 20:29:21.568078404,Books,6
2023-03-18 09:55:34.126706335,Books,1
2023-03-18 07:21:46.685334266,Furniture,8
2023-03-18 10:47:59.243962198,Electronics,6
2023-03-18 15:14:11.802590129,Electronics,1
2023-03-18 03:40:24.361218061,Electronics,1
2023-03-18 01:06:36.919845992,Electronics,6
2023-03-18 19:32:49.478473923,Toys,4
2023-03-18 02:59:02.037101855,Electronics,4
2023-03-18 21:25:14.595729786,Furniture,9
2023-03-17 22:51:27.154357718,Electronics,5
2023-03-18 00:17:39.712985649,Electronics,1
2023-03-18 08:43:52.271613580,Electronics,5
2023-03-18 10:10:04.830241512,Books,7
2023-03-18 08:36:17.388869443,Clothing,3
2023-03-18 19:02:29.947497375,Toys,2
2023-03-18 05:28:42.506125306,Furniture,3
2023-03-18 19:54:55.064753237,Toys,8
2023-03-18 23:21:07.623381169,Electronics,9
2023-03-18 18:47:20.182009100,Clothing,10
2023-03-18 18:13:32.740637031,Toys,5
2023-03-18 13:39:45.299264963,Toys,4
2023-03-18 06:05:57.857892894,Furniture,5
2023-03-19 02:32:10.416520826,Electronics,6
2023-03-18 21:58:22.975148757,Clothing,4
2023-03-19 03:24:35.533776688,Electronics,2
2023-03-18 20:50:48.092404620,Electronics,4
2023-03-18 06:17:00.651032551,Clothing,8
2023-03-18 18:43:13.209660483,Clothing,8
2023-03-18 10:09:25.768288414,Furniture,4
2023-03-19 01:35:38.326916345,Books,9
2023-03-18 18:01:50.885544277,Furniture,8
2023-03-19 04:28:03.444172208,Clothing,9
2023-03-18 11:54:16.002800140,Clothing,4
2023-03-18 20:20:28.561428071,Toys,8
2023-03-19 04:46:41.120056002,Books,4
2023-03-18 22:12:53.678683934,Clothing,2
2023-03-18 18:39:06.237311865,Toys,3
2023-03-19 08:05:18.795939797,Furniture,10
2023-03-19 07:31:31.354567728,Electronics,3
2023-03-19 01:57:43.913195659,Electronics,2
2023-03-18 19:23:56.471823591,Electronics,8
2023-03-18 17:50:09.030451522,Furniture,1
2023-03-19 04:16:21.589079454,Books,8
2023-03-19 00:42:34.147707385,Furniture,2
2023-03-19 07:08:46.706335316,Electronics,6
2023-03-19 03:34:59.264963248,Clothing,3
2023-03-19 03:01:11.823591179,Books,7
2023-03-19 07:27:24.382219111,Furniture,1
2023-03-19 05:53:36.940847042,Furniture,6
2023-03-18 19:19:49.499474973,Electronics,7
2023-03-19 15:46:02.058102905,Toys,4
2023-03-19 02:12:14.616730836,Clothing,7
2023-03-18 22:38:27.175358768,Books,5
2023-03-19 10:04:39.733986699,Books,8
2023-03-19 10:30:52.292614630,Toys,2
2023-03-19 15:57:04.851242562,Electronics,4
2023-03-18 22:23:17.409870493,Clothing,2
2023-03-18 20:49:29.968498425,Electronics,10
2023-03-19 04:15:42.527126356,Clothing,2
2023-03-19 13:41:55.085754287,Electronics,5
2023-03-19 04:08:07.644382219,Books,7
2023-03-19 09:34:20.203010150,Toys,2
2023-03-19 05:00:32.761638082,Furniture,8
2023-03-19 04:26:45.320266013,Clothing,4
2023-03-19 09:52:57.878893944,Furniture,10
2023-03-19 08:19:10.437521876,Electronics,2
2023-03-19 04:45:22.996149807,Books,10
2023-03-19 15:11:35.554777739,Furniture,4
2023-03-19 05:37:48.113405670,Furniture,2
2023-03-19 06:04:00.672033601,Clothing,6
2023-03-19 15:30:13.230661533,Clothing,1
2023-03-19 22:56:25.789289464,Toys,7
2023-03-19 12:22:38.347917396,Electronics,3
2023-03-19 10:48:50.906545327,Electronics,3
2023-03-20 00:15:03.465173258,Electronics,10
2023-03-19 14:41:16.023801190,Toys,10
2023-03-19 04:07:28.582429121,Toys,4
2023-03-19 19:33:41.141057052,Electronics,1
2023-03-19 04:59:53.699684984,Books,5
2023-03-19 12:26:06.258312915,Books,9
2023-03-19 10:52:18.816940847,Clothing,2
2023-03-19 09:18:31.375568778,Furniture,6
2023-03-19 20:44:43.934196709,Toys,6
2023-03-20 00:10:56.492824641,Furniture,8
2023-03-19 15:37:09.051452572,Furniture,8
2023-03-19 08:03:21.610080504,Furniture,5
2023-03-20 06:29:34.168708435,Furniture,9
2023-03-20 05:55:46.727336366,Books,8
2023-03-19 12:21:59.285964298,Furniture,9
2023-03-20 08:48:11.844592229,Electronics,3
2023-03-19 23:14:24.403220161,Clothing,3
2023-03-19 21:40:36.961848092,Toys,1
2023-03-19 18:06:49.520476023,Books,7
2023-03-19 22:33:02.079103955,Clothing,2
2023-03-19 17:59:14.637731886,Toys,2
2023-03-19 20:25:27.196359818,Books,8
2023-03-20 04:51:39.754987749,Clothing,5
2023-03-20 10:17:52.313615680,Furniture,6
2023-03-20 01:44:04.872243612,Books,7
2023-03-19 22:10:17.430871543,Furniture,4
2023-03-19 15:36:29.989499475,Books,9
2023-03-20 13:02:42.548127406,Furniture,10
2023-03-19 18:28:55.106755337,Toys,8
2023-03-20 09:55:07.665383269,Furniture,5
2023-03-19 19:21:20.224011200,Electronics,8
2023-03-20 13:47:32.782639132,Clothing,8
2023-03-20 14:13:45.341267063,Clothing,9
2023-03-20 02:39:57.899894994,Books,9
2023-03-20 15:06:10.458522926,Clothing,5
2023-03-20 09:32:23.017150857,Furniture,2
2023-03-20 03:58:35.575778789,Electronics,8
2023-03-19 20:24:48.134406720,Clothing,5
2023-03-20 13:51:00.693034651,Electronics,1
2023-03-20 11:17:13.251662583,Furniture,1
2023-03-20 09:43:25.810290514,Furniture,1
2023-03-19 22:09:38.368918446,Furniture,3
2023-03-20 08:35:50.927546377,Furniture,9
2023-03-20 19:02:03.486174308,Books,3
2023-03-20 00:28:16.044802240,Furniture,3
2023-03-20 21:54:28.603430171,Clothing,7
2023-03-20 17:20:41.162058103,Electronics,5
2023-03-20 06:46:53.720686034,Electronics,8
2023-03-20 11:13:06.279313965,Clothing,7
2023-03-20 13:39:18.837941897,Toys,2
2023-03-20 09:05:31.396569828,Furniture,10
2023-03-20 10:31:43.955197760,Clothing,10
2023-03-20 14:57:56.513825691,Furniture,10
2023-03-20 06:24:09.072453622,Clothing,5
2023-03-20 06:50:21.631081554,Toys,9
2023-03-20 09:16:34.189709485,Furniture,5
2023-03-20 05:42:46.748337417,Furniture,10
2023-03-21 00:08:59.306965348,Toys,9
2023-03-20 09:35:11.865593279,Toys,7
2023-03-20 08:01:24.424221211,Clothing,9
2023-03-20 19:27:36.982849142,Furniture,9
2023-03-21 02:53:49.541477073,Furniture,8
2023-03-20 17:20:02.100105005,Toys,8
2023-03-20 19:46:14.658732936,Toys,8
2023-03-20 07:12:27.217360868,Books,1
2023-03-20 20:38:39.775988799,Electronics,3
2023-03-21 03:04:52.334616730,Furniture,4
2023-03-21 02:31:04.893244662,Books,6
2023-03-20 12:57:17.451872593,Books,9
2023-03-21 03:23:30.010500525,Furniture,1
2023-03-20 21:49:42.569128456,Clothing,7
2023-03-21 07:15:55.127756387,Electronics,8
2023-03-21 02:42:07.686384319,Toys,1
2023-03-20 13:08:20.245012250,Electronics,5
2023-03-21 07:34:32.803640182,Electronics,6
2023-03-21 07:00:45.362268113,Electronics,5
2023-03-21 06:26:57.920896044,Toys,6
2023-03-20 13:53:10.479523976,Electronics,10
2023-03-21 10:19:23.038151907,Books,1
2023-03-21 11:45:35.596779839,Clothing,9
2023-03-20 18:11:48.155407770,Books,8
2023-03-20 18:38:00.714035701,Clothing,3
2023-03-21 00:04:13.272663633,Furniture,1
2023-03-21 06:30:25.831291564,Books,4
2023-03-20 18:56:38.389919496,Electronics,1
2023-03-20 20:22:50.948547427,Books,2
2023-03-21 08:49:03.507175358,Electronics,4
2023-03-20 23:15:16.065803290,Electronics,8
2023-03-20 17:41:28.624431221,Books,8
2023-03-21 06:07:41.183059153,Electronics,2
2023-03-21 03:33:53.741687084,Toys,8
2023-03-21 00:00:06.300315015,Clothing,9
2023-03-21 03:26:18.858942947,Books,8
2023-03-21 16:52:31.417570878,Books,2
2023-03-21 09:18:43.976198810,Clothing,1
2023-03-21 01:44:56.534826741,Clothing,4
2023-03-21 02:11:09.093454672,Books,9
2023-03-21 03:37:21.652082604,Toys,8
2023-03-21 07:03:34.210710535,Furniture,2
2023-03-21 16:29:46.769338467,Toys,6
2023-03-21 19:55:59.327966398,Furniture,7
2023-03-21 11:22:11.886594329,Electronics,8
2023-03-21 12:48:24.445222261,Toys,3
2023-03-21 00:14:37.003850192,Furniture,8
2023-03-21 03:40:49.562478124,Books,7
2023-03-21 01:07:02.121106055,Books,5
2023-03-21 02:33:14.679733986,Books,8
2023-03-21 02:59:27.238361918,Furniture,3
2023-03-21 16:25:39.796989849,Toys,5
2023-03-21 02:51:52.355617781,Clothing,6
2023-03-21 19:18:04.914245712,Books,4
2023-03-21 14:44:17.472873643,Books,7
2023-03-21 20:10:30.031501575,Electronics,3
2023-03-22 00:36:42.590129506,Clothing,6
2023-03-22 01:02:55.148757438,Books,6
2023-03-21 19:29:07.707385369,Clothing,5
2023-03-22 02:55:20.266013300,Furniture,7
2023-03-21 08:21:32.824641232,Toys,7
2023-03-21 21:47:45.383269163,Books,3
2023-03-22 01:13:57.941897094,Books,9
2023-03-21 15:40:10.500525026,Clothing,6
2023-03-22 02:06:23.059152957,Books,6
2023-03-22 02:32:35.617780889,Books,7
2023-03-21 10:58:48.176408820,Electronics,1
2023-03-22 08:25:00.735036751,Clothing,4
2023-03-21 12:51:13.293664683,Electronics,8
2023-03-22 07:17:25.852292614,Toys,6
2023-03-21 17:43:38.410920546,Clothing,2
2023-03-21 16:09:50.969548477,Toys,7
2023-03-21 13:36:03.528176408,Electronics,10
2023-03-21 20:02:16.086804340,Electronics,1
2023-03-22 11:28:28.645432271,Electronics,8
2023-03-21 23:54:41.204060203,Books,1
2023-03-21 18:20:53.762688134,Furniture,2
2023-03-22 11:47:06.321316065,Toys,7
2023-03-21 18:13:18.879943997,Books,9
2023-03-21 20:39:31.438571928,Clothing,5
2023-03-22 06:05:43.997199860,Toys,5
2023-03-21 22:31:56.555827791,Clothing,3
2023-03-22 04:58:09.114455722,Books,4
2023-03-21 18:24:21.673083654,Books,1
2023-03-22 12:50:34.231711585,Electronics,4
2023-03-21 18:16:46.790339517,Clothing,1
2023-03-22 04:42:59.348967448,Toys,10
2023-03-22 11:09:11.907595379,Electronics,6
2023-03-21 23:35:24.466223311,Books,8
2023-03-22 01:01:37.024851242,Clothing,10
2023-03-22 10:27:49.583479174,Books,6
2023-03-22 06:54:02.142107105,Books,9
2023-03-22 00:20:14.700735036,Electronics,8
2023-03-22 09:46:27.259362968,Toys,2
2023-03-22 15:12:39.817990899,Electronics,3
2023-03-22 13:38:52.376618831,Furniture,2
2023-03-22 01:05:04.935246762,Toys,4
2023-03-21 23:31:17.493874693,Books,9
2023-03-22 08:57:30.052502625,Electronics,4
2023-03-22 08:23:42.611130556,Furniture,7
2023-03-22 21:49:55.169758488,Furniture,2
2023-03-22 05:16:07.728386419,Furniture,2
2023-03-22 17:42:20.287014350,Books,4
2023-03-22 17:08:32.845642282,Books,9
2023-03-22 10:34:45.404270213,Toys,10
2023-03-22 03:00:57.962898145,Books,2
2023-03-22 20:27:10.521526076,Toys,5
2023-03-22 22:53:23.080154007,Electronics,1
2023-03-22 13:19:35.638781939,Toys,5
2023-03-22 09:45:48.197409870,Furniture,1
2023-03-22 08:12:00.756037802,Clothing,9
2023-03-23 03:38:13.314665733,Furniture,1
2023-03-22 12:04:25.873293664,Toys,2
2023-03-22 23:30:38.431921596,Books,1
2023-03-22 16:56:50.990549527,Electronics,7
2023-03-23 01:23:03.549177458,Books,2
2023-03-22 23:49:16.107805390,Toys,3
2023-03-22 15:15:28.666433321,Electronics,2
2023-03-22 08:41:41.225061253,Toys,9
2023-03-22 15:07:53.783689184,Furniture,7
2023-03-22 23:34:06.342317115,Furniture,4
2023-03-22 09:00:18.900945047,Electronics,1
2023-03-22 15:26:31.459572978,Books,10
2023-03-22 21:52:44.018200910,Electronics,9
2023-03-23 01:18:56.576828841,Electronics,7
2023-03-22 22:45:09.135456772,Clothing,7
2023-03-23 09:11:21.694084704,Toys,9
2023-03-22 15:37:34.252712635,Electronics,8
2023-03-22 15:03:46.811340567,Books,6
2023-03-22 23:29:59.369968498,Clothing,6
2023-03-23 01:56:11.928596429,Electronics,4
2023-03-22 20:22:24.487224361,Electronics,10
2023-03-22 13:48:37.045852292,Clothing,7
2023-03-23 13:14:49.604480224,Books,10
2023-03-22 15:41:02.163108155,Electronics,4
2023-03-22 16:07:14.721736086,Electronics,1
2023-03-22 19:33:27.280364018,Toys,3
2023-03-23 00:59:39.838991949,Electronics,6
2023-03-23 03:25:52.397619881,Books,4
2023-03-23 01:52:04.956247812,Clothing,10
2023-03-23 05:18:17.514875743,Toys,2
2023-03-23 14:44:30.073503675,Electronics,2
2023-03-23 02:10:42.632131606,Books,4
2023-03-23 09:36:55.190759538,Furniture,4
2023-03-23 09:03:07.749387469,Furniture,6
2023-03-23 12:29:20.308015400,Furniture,4
2023-03-23 11:55:32.866643332,Furniture,6
2023-03-23 18:21:45.425271263,Books,9
2023-03-22 23:47:57.983899195,Electronics,6
2023-03-23 10:14:10.542527126,Books,8
2023-03-23 05:40:23.101155057,Electronics,4
2023-03-23 02:06:35.659782989,Books,4
2023-03-23 07:32:48.218410920,Books,4
2023-03-23 01:59:00.777038852,Furniture,3
2023-03-23 00:25:13.335666783,Clothing,8
2023-03-23 19:51:25.894294714,Toys,2
2023-03-23 00:17:38.452922646,Toys,1
2023-03-23 08:43:51.011550577,Furniture,10
2023-03-23 13:10:03.570178509,Furniture,2
2023-03-23 02:36:16.128806440,Furniture,10
2023-03-23 14:02:28.687434371,Toys,1
2023-03-23 14:28:41.246062303,Toys,8
2023-03-23 03:54:53.804690234,Clothing,4
2023-03-23 15:21:06.363318166,Clothing,7
2023-03-23 20:47:18.921946097,Electronics,5
2023-03-23 05:13:31.480574028,Books,6
2023-03-23 04:39:44.039201960,Books,6
2023-03-23 13:05:56.597829891,Books,4
2023-03-23 05:32:09.156457823,Furniture,10
2023-03-23 18:58:21.715085754,Toys,1
2023-03-23 09:24:34.273713685,Books,7
2023-03-24 05:50:46.832341617,Furniture,9
2023-03-23 21:16:59.390969548,Toys,10
2023-03-24 06:43:11.949597479,Books,9
2023-03-23 16:09:24.508225411,Clothing,7
2023-03-23 22:35:37.066853342,Clothing,3
2023-03-23 09:01:49.625481274,Furniture,5
2023-03-23 11:28:02.184109205,Clothing,9
2023-03-23 18:54:14.742737136,Furniture,10
2023-03-23 22:20:27.301365068,Electronics,10
2023-03-23 18:46:39.859992999,Furniture,5
2023-03-24 08:12:52.418620931,Furniture,10
2023-03-23 11:39:04.977248862,Electronics,5
2023-03-24 06:05:17.535876793,Furniture,5
2023-03-23 17:31:30.094504725,Toys,8
2023-03-23 12:57:42.653132656,Toys,1
2023-03-24 03:23:55.211760588,Electronics,6
2023-03-24 04:50:07.770388519,Books,4
2023-03-24 03:16:20.329016450,Electronics,10
2023-03-23 16:42:32.887644382,Furniture,10
2023-03-24 08:08:45.446272313,Furniture,2
2023-03-24 05:34:58.004900245,Clothing,5
2023-03-24 00:01:10.563528176,Furniture,8
2023-03-23 20:27:23.122156107,Clothing,3
2023-03-23 20:53:35.680784039,Books,1
2023-03-24 00:19:48.239411970,Electronics,1
2023-03-23 22:46:00.798039902,Books,8
2023-03-24 12:12:13.356667833,Furniture,1
2023-03-24 11:38:25.915295764,Clothing,1
2023-03-24 17:04:38.473923696,Furniture,5
2023-03-23 19:30:51.032551627,Furniture,9
2023-03-24 17:57:03.591179559,Electronics,10
2023-03-24 03:23:16.149807490,Furniture,2
2023-03-23 22:49:28.708435421,Books,8
2023-03-24 00:15:41.267063353,Books,2
2023-03-24 04:41:53.825691284,Clothing,6
2023-03-24 16:08:06.384319216,Furniture,7
2023-03-24 00:34:18.942947147,Toys,5
2023-03-24 03:00:31.501575078,Electronics,6
2023-03-24 18:26:44.060203010,Furniture,6
2023-03-24 12:52:56.618830941,Furniture,8
2023-03-24 09:19:09.177458873,Books,1
2023-03-24 05:45:21.736086804,Furniture,1
2023-03-24 10:11:34.294714735,Clothing,10
2023-03-24 01:37:46.853342667,Electronics,10
2023-03-24 08:03:59.411970598,Furniture,9
2023-03-25 00:30:11.970598530,Books,10
2023-03-25 00:56:24.529226461,Furniture,4
2023-03-24 15:22:37.087854392,Books,1
2023-03-25 00:48:49.646482324,Clothing,7
2023-03-25 00:15:02.205110255,Electronics,2
2023-03-24 11:41:14.763738187,Books,9
2023-03-24 23:07:27.322366118,Books,7
2023-03-24 22:33:39.880994049,Electronics,9
2023-03-24 06:59:52.439621981,Books,8
2023-03-25 03:26:04.998249912,Books,9
2023-03-24 20:52:17.556877844,Furniture,5
2023-03-24 13:18:30.115505775,Books,5
2023-03-24 14:44:42.674133706,Furniture,4
2023-03-24 19:10:55.232761638,Clothing,8
2023-03-24 18:37:07.791389569,Electronics,4
2023-03-24 23:03:20.350017500,Toys,6
2023-03-24 11:29:32.908645432,Furniture,9
2023-03-25 01:55:45.467273363,Electronics,6
